,L1,L2,L3,L4,L5,L1_ver,L2_ver,L3_ver,L4_ver,L5_ver,[INV] Invoice ID
147,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Noble gases,Argon gas Ar,Argon gas Ar,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,64
148,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Ceramic,Ceramic,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,504
149,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Chlorine Cl,Chlorine Cl,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,344
150,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Hydrogen H,Hydrogen H - gas state,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,31
151,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Nitrogen N,Nitrogen N,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,476
152,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Nitrogen N,Nitrogen N - gas state,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,411
153,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Non metals and pure and elemental gases,Oxygen O,Oxygen O,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1069
154,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Transition metals,Titanium Ti,Titanium Ti,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,37
155,Chemicals including Bio Chemicals and Gas Materials,Elements and gases,Transition metals,Transition metals,Transition metals,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,25
156,Chemicals including Bio Chemicals and Gas Materials,Explosive materials,Explosive materials,Explosive materials,Explosive materials,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
157,Chemicals including Bio Chemicals and Gas Materials,Explosive materials,Explosives,Ammonium nitrate explosives,Ammonium nitrate explosives,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,325
158,Chemicals including Bio Chemicals and Gas Materials,Solvents,Hydrocarbonated solvents,Hydrocarbonated solvents,Hydrocarbonated solvents,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,89
159,Chemicals including Bio Chemicals and Gas Materials,Solvents,Hydrocarbonated solvents,Phenols or its substitutes or derivatives,Phenols or its substitutes or derivatives,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,11
160,Chemicals including Bio Chemicals and Gas Materials,Solvents,Solvents,Solvents,Solvents,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,304
161,Chemicals including Bio Chemicals and Gas Materials,Waxes and oils,Oils,Oils,Oils,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
162,Chemicals including Bio Chemicals and Gas Materials,Waxes and oils,Waxes,Waxes,Waxes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1455
163,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Absorbents,Absorbents,Absorbents,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
164,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Brooms and mops and brushes and accessories,Brooms,Brooms,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,372
165,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Brooms and mops and brushes and accessories,Brooms and mops and brushes and accessories,Brooms and mops and brushes and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,520
166,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Brooms and mops and brushes and accessories,Sponges,Sponges,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,44
167,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Cleaning and disinfecting solutions,Cleaning and disinfecting solutions,Cleaning and disinfecting solutions,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1284
168,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Cleaning and disinfecting solutions,Degreasing compounds,Degreasing compounds,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,65
169,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Cleaning and disinfecting solutions,Floor finishes or polishes,Floor finishes or polishes,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,62
170,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Cleaning and disinfecting solutions,General purpose cleaners,General purpose cleaners,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,3
171,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Cleaning and janitorial supplies,Cleaning and janitorial supplies,Cleaning and janitorial supplies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2766
172,Cleaning Equipment and Supplies,Cleaning and janitorial supplies,Restroom supplies,Restroom supplies,Restroom supplies,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,114
173,Cleaning Equipment and Supplies,Industrial laundry and dry cleaning equipment,Industrial laundry and dry cleaning equipment,Industrial laundry and dry cleaning equipment,Industrial laundry and dry cleaning equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
174,Cleaning Equipment and Supplies,Industrial laundry and dry cleaning equipment,Washing and drying equipment,Laundry type washing machines,Laundry type washing machines,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
175,Cleaning Equipment and Supplies,Industrial laundry and dry cleaning equipment,Washing and drying equipment,Laundry wash tub or basin,Laundry wash tub or basin,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,34
176,Cleaning Equipment and Supplies,Industrial laundry and dry cleaning equipment,Washing and drying equipment,Washing and drying equipment,Washing and drying equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
177,Cleaning Equipment and Supplies,Janitorial equipment,Cleaning equipment,Cleaning equipment,Cleaning equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,358
178,Cleaning Equipment and Supplies,Janitorial equipment,Floor machines and accessories,Floor machines and accessories,Floor machines and accessories,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,128
179,Cleaning Equipment and Supplies,Janitorial equipment,Floor machines and accessories,Vacuum cleaners,Vacuum cleaners,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,42
180,Cleaning Equipment and Supplies,Janitorial equipment,Janitorial equipment,Janitorial equipment,Janitorial equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,59
181,Cleaning Equipment and Supplies,Janitorial equipment,Waste containers and accessories,Trash bags,Trash bags,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,462
182,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water and wastewater treatment supply and disposal,Water and wastewater treatment supply and disposal,Water and wastewater treatment supply and disposal,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1278
183,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment and supply equipment,Mixers or agitators,Mixers or agitators,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
184,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment and supply equipment,Odor control equipment,Odor control equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
185,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment and supply equipment,Septic tanks,Septic tanks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,208
186,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment and supply equipment,Water treatment and supply equipment,Water treatment and supply equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2862
187,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment consumables,Antiscalants,Antiscalants,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,25
188,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment consumables,Descalers,Descalers,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,37
189,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment consumables,Flocculents,Flocculents,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1
190,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment consumables,Process water treatment,Process water treatment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,28
191,Cleaning Equipment and Supplies,Water and wastewater treatment supply and disposal,Water treatment consumables,Water treatment consumables,Water treatment consumables,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,754
192,Commercial and Military and Private Vehicles and their Accessories and Components,Aerospace systems and components and equipment,Aircraft power systems,Spacecraft solar cells,Spacecraft solar cells,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
193,Commercial and Military and Private Vehicles and their Accessories and Components,Aircraft,Aircraft,Aircraft,Aircraft,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
194,Commercial and Military and Private Vehicles and their Accessories and Components,Marine transport,Marine transport,Marine transport,Marine transport,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
195,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Motor vehicles,Motor vehicles,Motor vehicles,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,1081
196,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Passenger motor vehicles,Automobiles or cars,Automobiles or cars,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,17
197,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Passenger motor vehicles,Electrically powered vehicle,Electrically powered vehicle,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,130
198,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Passenger motor vehicles,Passenger motor vehicles,Passenger motor vehicles,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,170
199,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Product and material transport vehicles,Dump trucks,Dump trucks,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,79
200,Commercial and Military and Private Vehicles and their Accessories and Components,Motor vehicles,Product and material transport vehicles,Product and material transport vehicles,Product and material transport vehicles,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,71
201,Commercial and Military and Private Vehicles and their Accessories and Components,Railway and tramway machinery and equipment,Railway and tramway cars,Tanker rail cars,Tanker rail cars,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,271
202,Commercial and Military and Private Vehicles and their Accessories and Components,Railway and tramway machinery and equipment,Railway and tramway machinery and equipment,Railway and tramway machinery and equipment,Railway and tramway machinery and equipment,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,78
203,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Braking systems and components,Braking systems and components,Braking systems and components,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,38
204,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Braking systems and components,Disc brake,Disc brake,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,5
205,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Braking systems and components,Drum brake,Drum brake,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,10
206,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Braking systems and components,Rotors,Rotors,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,14
207,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Drivetrain systems,Drive shafts,Drive shafts,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,62
208,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Drivetrain systems,Drivetrain systems,Drivetrain systems,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,4
209,Commercial and Military and Private Vehicles and their Accessories and Components,Transportation components and systems,Electrical components,Engine starter motor,Engine starter motor,Not Yet,Not Yet,Not Yet,Not Yet,Not Yet,2
